RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
30.70699067815834,26.787315494447057,2.8016620961950274,0.2937665908245822,timesfm,xreg_static,4,-48,onion_kg1_mid,3
45.1323483816898,44.43675402565373,3.6383569503522417,0.38798559105731,timesfm,xreg_static,4,-48,onion_kg1_premium,3
3087.3712859946936,2960.0024542896876,8.395473133907066,0.5781016830951988,timesfm,xreg_static,4,-48,perilla_leaf_bunch100_high,3
2306.960309645732,1985.1164200387757,8.275355907107535,0.5326198467309572,timesfm,xreg_static,4,-48,perilla_leaf_bunch100_low,3
2729.8081350688844,2693.518717331231,9.370838750034956,0.5909362450426999,timesfm,xreg_static,4,-48,perilla_leaf_bunch100_mid,3
3865.0577782891874,3631.8795237980617,7.052923872002616,0.7856630701450594,timesfm,xreg_static,4,-48,potato_sumi_box20kg_high,3
1919.2425297985126,1734.0097258296144,7.5840351245198026,0.6124971776180562,timesfm,xreg_static,4,-48,potato_sumi_box20kg_low,3
3326.361302120989,3250.4086121168198,8.282889932824117,0.8366487477193778,timesfm,xreg_static,4,-48,potato_sumi_box20kg_mid,3
6037.45506936698,4898.296135100725,7.484819084806284,0.8213109753495887,timesfm,xreg_static,4,-48,potato_sumi_box20kg_premium,3
2524.385948481624,2407.8829358902535,18.347680020987458,0.6105393436790829,timesfm,xreg_static,4,-48,spinach_box4kg_high,3
1905.923482718675,1886.0978852856827,18.71917523074528,0.8777636248389199,timesfm,xreg_static,4,-48,spinach_box4kg_low,3
2083.4678937206168,1986.0528397572828,16.64901149166449,0.6578827907190322,timesfm,xreg_static,4,-48,spinach_box4kg_mid,3
387.7923107575138,346.82110539197066,1.3348808789327162,0.13148632587881434,timesfm,xreg_static,4,-48,sweetpotato_box10kg_high,3
493.33872990779605,468.2215369402481,4.82016570032588,0.28899101917303505,timesfm,xreg_static,4,-48,sweetpotato_box10kg_low,3
395.7940239993186,330.9543641536159,1.810053052279784,0.1566193652765803,timesfm,xreg_static,4,-48,sweetpotato_box10kg_mid,3
1955.733811033083,1940.0695389791629,5.152115234017442,0.4430370978260222,timesfm,xreg_static,4,-48,sweetpotato_box10kg_premium,3
15062.37863021539,10732.764550997212,18.884592316156326,1.8044866052779747,timesfm,xreg_static,5,-63,apple_fuji_box10kg_high,3
2145.9115055967504,2110.0012013876935,10.546698191752185,0.6133980247132054,timesfm,xreg_static,5,-63,apple_fuji_box10kg_low,3
8056.7124653618375,7727.17750625209,22.263139825813138,1.7272054280624238,timesfm,xreg_static,5,-63,apple_fuji_box10kg_mid,3
23779.597686562665,22025.94180255495,15.957351654413095,2.3089429368144776,timesfm,xreg_static,5,-63,apple_fuji_box10kg_premium,3
