item_id,TTM_FT,TTM_ZS,TimesFM_LoRA,TimesFM_ZS,TimesFM_xreg_a,TimesFM_xreg_b,TimesFM_xreg_static,winner
garlic_chive_bundle500g_mid,0.812728450959284,1.8311367885958052,0.6627343067899849,0.6959235553998553,0.7363488222765225,0.9284739844829204,0.7408070555045821,TimesFM_LoRA
honewort_kg4_high,1.0863104787161295,2.976210443125135,0.9995259666033856,1.0105725067896607,1.1120472384666913,1.3957250831413857,1.1172008816512202,TimesFM_LoRA
honewort_kg4_low,1.1171457800854263,2.782806504481206,1.0706566859673778,1.057026119776326,1.1069924634646344,1.3469034515602614,1.110480848528793,TimesFM_ZS
honewort_kg4_mid,1.139374457699205,2.920544836358459,1.094603164901686,1.0785067166713809,1.1371913445574187,1.3952841264877627,1.14171788614121,TimesFM_ZS
napa_cabbage_net10kg_high,0.8987836638139468,2.4051290924185182,0.7700779225867226,0.8009259478312983,0.8376254648603003,0.9894010730940355,0.8378187054248496,TimesFM_LoRA
napa_cabbage_net10kg_low,1.1237442500689465,1.892687178835386,1.0072476602096494,1.0256508197328627,1.0511851181160936,0.9448967105257565,1.053421120457489,TimesFM_xreg_b
napa_cabbage_net10kg_mid,1.0170320955303709,1.8157900766256583,0.9705157999892069,0.9506859680859047,0.9306343724577636,0.9592430335795125,0.9301412541924079,TimesFM_xreg_static
napa_cabbage_net10kg_premium,1.0285349035286302,3.305968200171335,0.8083160031298937,0.8118268289699161,0.8844466732225073,1.099737796027878,0.8866505234545442,TimesFM_LoRA
onion_kg1_high,0.5700356408474172,1.5769220369016037,0.37775323509335496,0.3802837387261071,0.4653034531002992,0.4942590357138622,0.469947409697272,TimesFM_LoRA
onion_kg1_low,0.8863766804969903,1.649838477117238,0.6309093542566865,0.6556372461336201,0.7143041595720572,0.7766782298261142,0.7172022437903125,TimesFM_LoRA
onion_kg1_mid,0.7433889042223478,1.6946587652494896,0.5259316521544357,0.5138293441624874,0.6126882445247744,0.5765898811225814,0.616681073600271,TimesFM_ZS
onion_kg1_premium,0.4618295184256814,1.5237475043768232,0.32254229170191206,0.3301968673000289,0.397897037482525,0.4602804546525979,0.40149714380388557,TimesFM_LoRA
perilla_leaf_bunch100_high,0.6719576863608785,1.5575615059001242,0.5540431280642122,0.5030690993285921,0.5357670135012754,0.6048223773712551,0.5392732759025664,TimesFM_ZS
perilla_leaf_bunch100_low,0.6752735626189668,1.3875950777207366,0.5645558953230045,0.5630414733833563,0.5666968460470798,0.5734652787425102,0.5691908819105327,TimesFM_ZS
perilla_leaf_bunch100_mid,0.6776425688016232,1.5037928595349672,0.5837307745843469,0.5435223278798951,0.5662433918418603,0.5881640651683737,0.5704953782408293,TimesFM_ZS
potato_sumi_box20kg_high,0.6625790793794228,2.3631214019696283,0.47619264321346294,0.4823336763970958,0.5897557899284029,0.8098694508064549,0.5939402842719624,TimesFM_LoRA
potato_sumi_box20kg_low,0.9286058254051185,2.0872977994360644,0.836626631884509,0.8670088169774389,0.9252437992775081,1.0878162401024072,0.9271979440494986,TimesFM_LoRA
potato_sumi_box20kg_mid,0.9253071005064616,2.256403286941286,0.7369270887877951,0.7671629262416136,0.915521601938392,1.0233522855581718,0.9185528908368166,TimesFM_LoRA
potato_sumi_box20kg_premium,0.5191571368608285,1.9678538840056128,0.4390479786398734,0.4549201917675927,0.5013035768349776,0.665319811209986,0.5027845541432097,TimesFM_LoRA
spinach_box4kg_high,1.223486270203151,4.827501405063427,0.901127636557773,0.8953371469971713,1.0578256139163145,1.6061270652034305,1.0668040372444578,TimesFM_ZS
spinach_box4kg_low,1.0178150470318479,2.863137334448012,0.8934567729938658,0.9201190541751401,1.0191174480185872,1.2033924963970488,1.0213294121998717,TimesFM_LoRA
spinach_box4kg_mid,1.0397476424942025,3.8868572036256435,0.8721225124543859,0.8796212206504331,1.0170944080061206,1.2918772498775788,1.0239956385889866,TimesFM_LoRA
sweetpotato_box10kg_high,0.5765222839545792,1.166565991697365,0.5659039102956719,0.5474174668229829,0.5650117107809878,0.713088836768254,0.567035934913493,TimesFM_ZS
sweetpotato_box10kg_low,0.5519490038471259,1.1466922894700051,0.503758270311598,0.4917840484255567,0.521538588129123,0.6944010088079723,0.5230463835415325,TimesFM_ZS
sweetpotato_box10kg_mid,0.4912742930130849,1.1423833454833625,0.47095359552951765,0.44899413962967316,0.4606667640393965,0.6377774950567325,0.46142718204741295,TimesFM_ZS
sweetpotato_box10kg_premium,0.7175573451569008,1.0961342918490153,0.6732429293398213,0.6802475532023757,0.7062171481556349,0.8366429615479755,0.7066699152188194,TimesFM_LoRA
